,node,strategy,action_vector,neighbors,degree,target,avail_letters,letters_needed,global_time,action_number,action,action_success,words_formed_bool_local,words_formed_local,possible_words,prop_formed_local,words_formed_global,prop_formed_global,node_count
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],125,25,think,True,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'g', 'b', 's', 'u', 'k']",['n'],126,26,think,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'i', 'g']",['m' 's'],127,26,pass,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j', 's', 'u']",['o'],128,26,think,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'o', 'm', 'l', 'i']",['g'],129,26,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],130,26,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'g', 's', 'u', 'k', 'p']",['n'],131,27,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'm', 'i', 'g', 's', 'b']",[],132,27,steal,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'f', 'l', 'j', 's', 'u']",[],133,27,steal,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'm', 'l', 'i']",['g' 'n' 'o'],134,27,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],135,27,think,True,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'g', 's', 'u', 'k', 'p', 'n']",[],136,28,form,False,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'm', 'i', 'g', 's', 'b']",[],137,28,steal,False,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'f', 'l', 'j', 's', 'u']",[],138,28,think,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'o', 'm', 'l', 'i']",['g' 'n'],139,28,steal,True,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],140,28,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'g', 's', 'u', 'k', 'p', 'n', 'o']",[],141,29,think,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'm', 'i', 'g', 's', 'b']",[],142,29,steal,False,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,using,"['b', 'm', 'h', 'n', 'g', 'f', 'j', 'u']",['i' 's'],143,29,form,True,1,2,597,0.0033500837520938024,3,0.005025125628140704,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'o', 'm', 'l', 'i']",['g' 'n'],144,29,think,True,0,0,597,0.0,3,0.005025125628140704,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],145,29,think,True,0,0,597,0.0,3,0.005025125628140704,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'g', 's', 'u', 'k', 'p', 'n', 'o']",[],146,30,think,True,0,0,597,0.0,3,0.005025125628140704,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'm', 'i', 'g', 's', 'b']",[],147,30,think,True,0,1,597,0.0016750418760469012,3,0.005025125628140704,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,using,"['b', 'm', 'h', 'n', 'g', 'f', 'j', 'u']",['i' 's'],148,30,form,False,0,2,597,0.0033500837520938024,3,0.005025125628140704,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'o', 'g', 'm', 'l', 'i']",['n'],149,30,steal,True,0,0,597,0.0,3,0.005025125628140704,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],150,30,think,True,0,0,597,0.0,3,0.005025125628140704,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 's', 'u', 'p', 'n', 'o']",['g'],151,31,pass,True,0,0,597,0.0,3,0.005025125628140704,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'g', 'b', 'k']",['m' 's'],152,31,form,True,1,2,596,0.003355704697986577,4,0.006711409395973154,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,using,"['b', 'm', 'h', 'n', 'g', 'f', 'j', 'u']",['i' 's'],153,31,think,True,0,2,596,0.003355704697986577,4,0.006711409395973154,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'o', 'g', 'n', 'm', 'l', 'i']",[],154,31,steal,True,0,0,596,0.0,4,0.006711409395973154,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],155,31,steal,False,0,0,596,0.0,4,0.006711409395973154,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 's', 'u', 'p', 'o']",['g' 'n'],156,32,form,False,0,0,596,0.0,4,0.006711409395973154,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'k']",['m' 's'],157,32,pass,True,0,2,596,0.003355704697986577,4,0.006711409395973154,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,using,"['b', 'm', 'h', 'n', 'g', 'f', 'j', 'u']",['i' 's'],158,32,think,True,0,2,596,0.003355704697986577,4,0.006711409395973154,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'o', 'g', 'n', 'm', 'l', 'i']",[],159,32,steal,False,0,0,596,0.0,4,0.006711409395973154,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],160,32,think,True,0,0,596,0.0,4,0.006711409395973154,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'n', 's', 'u', 'p', 'o', 'g']",[],161,33,steal,True,0,0,596,0.0,4,0.006711409395973154,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'k']",['m' 's'],162,33,form,False,0,2,596,0.003355704697986577,4,0.006711409395973154,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,using,"['b', 'm', 'h', 'n', 'g', 'f', 'u']",['i' 's'],163,33,pass,True,0,2,596,0.003355704697986577,4,0.006711409395973154,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'm', 'i']",['g' 'l' 'n'],164,33,form,True,1,1,595,0.0016806722689075631,5,0.008403361344537815,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],165,33,think,True,0,0,595,0.0,5,0.008403361344537815,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'n', 's', 'u', 'p', 'o', 'g']",[],166,34,think,True,0,0,595,0.0,5,0.008403361344537815,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'k', 'j']",['m' 's'],167,34,form,False,0,2,595,0.0033613445378151263,5,0.008403361344537815,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,using,"['b', 'm', 'h', 'n', 'g', 's', 'f', 'u']",['i'],168,34,steal,True,0,2,595,0.0033613445378151263,5,0.008403361344537815,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'm', 'i']",['g' 'l' 'n'],169,34,pass,True,0,1,595,0.0016806722689075631,5,0.008403361344537815,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],170,34,think,True,0,0,595,0.0,5,0.008403361344537815,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'n', 'u', 'p', 'o', 'g']",[],171,35,pass,True,0,0,595,0.0,5,0.008403361344537815,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'j']",['m' 's'],172,35,pass,True,0,2,595,0.0033613445378151263,5,0.008403361344537815,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,using,"['b', 'm', 'h', 'n', 'g', 's', 'f', 'u']",['i'],173,35,think,True,0,2,595,0.0033613445378151263,5,0.008403361344537815,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'm', 'i']",['g' 'l' 'n'],174,35,think,True,0,1,595,0.0016806722689075631,5,0.008403361344537815,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],175,35,steal,False,0,0,595,0.0,5,0.008403361344537815,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'u', 'p', 'o', 'g', 'k']",['n'],176,36,pass,True,0,0,595,0.0,5,0.008403361344537815,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'j', 'n']",['m' 's'],177,36,pass,True,0,2,595,0.0033613445378151263,5,0.008403361344537815,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,using,"['b', 'm', 'h', 'n', 'g', 's', 'i', 'f', 'u', 'l']",[],178,36,steal,True,0,2,595,0.0033613445378151263,5,0.008403361344537815,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'm']",['g' 'l' 'n'],179,36,pass,True,0,1,595,0.0016806722689075631,5,0.008403361344537815,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h', 'f', 'm', 'i']",['a'],180,36,pass,True,0,0,595,0.0,5,0.008403361344537815,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'n', 'u', 'p', 'o', 'g', 'k']",[],181,37,steal,True,0,0,595,0.0,5,0.008403361344537815,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'j']",['m' 's'],182,37,think,True,0,2,595,0.0033613445378151263,5,0.008403361344537815,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,using,"['b', 'm', 'h', 'n', 'g', 's', 'i', 'f', 'u', 'l', 'a']",[],183,37,pass,True,0,2,595,0.0033613445378151263,5,0.008403361344537815,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'm']",['g' 'l' 'n'],184,37,pass,True,0,1,595,0.0016806722689075631,5,0.008403361344537815,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h', 'f', 'm', 'i']",['a'],185,37,form,False,0,0,595,0.0,5,0.008403361344537815,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'n', 'u', 'p', 'o', 'g', 'k']",[],186,38,pass,True,0,0,595,0.0,5,0.008403361344537815,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'j', 'g', 'u']",['m' 's'],187,38,pass,True,0,2,595,0.0033613445378151263,5,0.008403361344537815,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'f', 'l', 'a', 'p']",['u'],188,38,form,True,1,3,594,0.005050505050505051,6,0.010101010101010102,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'm']",['g' 'l' 'n'],189,38,think,True,0,1,594,0.0016835016835016834,6,0.010101010101010102,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h', 'a', 'f', 'm', 'i']",[],190,38,steal,True,0,0,594,0.0,6,0.010101010101010102,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'n', 'u', 'p', 'o', 'g', 'k']",['a'],191,39,think,True,0,0,594,0.0,6,0.010101010101010102,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'j', 'g', 'u']",['m' 's'],192,39,pass,True,0,2,594,0.003367003367003367,6,0.010101010101010102,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'f', 'l', 'a', 'p']",['u'],193,39,pass,True,0,3,594,0.005050505050505051,6,0.010101010101010102,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'l', 'm', 'l']",['g' 'n'],194,39,steal,True,0,1,594,0.0016835016835016834,6,0.010101010101010102,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h', 'a', 'f', 'm', 'i']",[],195,39,pass,True,0,0,594,0.0,6,0.010101010101010102,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'n', 'u', 'p', 'o', 'g', 'k', 'h', 's']",['a'],196,40,think,True,0,0,594,0.0,6,0.010101010101010102,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'j', 'g', 'u']",['m' 's'],197,40,think,True,0,2,594,0.003367003367003367,6,0.010101010101010102,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'f', 'l', 'a']",['u'],198,40,pass,True,0,3,594,0.005050505050505051,6,0.010101010101010102,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'l', 'g', 'm', 'l', 'p']",['n'],199,40,steal,True,0,1,594,0.0016835016835016834,6,0.010101010101010102,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h', 'a', 'f', 'm', 'i']",[],200,40,steal,False,0,0,594,0.0,6,0.010101010101010102,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'n', 'u', 'p', 'o', 'k', 'h']",['a' 'g'],201,41,pass,True,0,0,594,0.0,6,0.010101010101010102,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'b', 'j', 'u', 's']",['m'],202,41,pass,True,0,2,594,0.003367003367003367,6,0.010101010101010102,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'f', 'l']",['a' 'u'],203,41,pass,True,0,3,594,0.005050505050505051,6,0.010101010101010102,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'l', 'g', 'n', 'm', 'l', 'p']",[],204,41,steal,True,0,1,594,0.0016835016835016834,6,0.010101010101010102,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h', 'a', 'f', 'm', 'i']",[],205,41,steal,False,0,0,594,0.0,6,0.010101010101010102,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'u', 'p', 'o', 'k', 'g', 'a']",['n'],206,42,pass,True,0,0,594,0.0,6,0.010101010101010102,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'i', 'j', 'u', 's', 'h']",['m'],207,42,pass,True,0,2,594,0.003367003367003367,6,0.010101010101010102,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'a', 'f', 'l']",['u'],208,42,steal,True,0,3,594,0.005050505050505051,6,0.010101010101010102,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'l', 'g', 'n', 'm', 'l', 'p']",[],209,42,think,True,0,1,594,0.0016835016835016834,6,0.010101010101010102,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h', 'a', 'f', 'm', 'i']",[],210,42,think,True,0,0,594,0.0,6,0.010101010101010102,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'u', 'p', 'o', 'k', 'g', 'b']",['a' 'n'],211,43,pass,True,0,0,594,0.0,6,0.010101010101010102,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,films,"['l', 'f', 'p', 'a', 'q', 'm', 'i', 'j', 'u', 's', 'h']",[],212,43,steal,True,0,2,594,0.003367003367003367,6,0.010101010101010102,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'a', 'f', 'l']",['u'],213,43,pass,True,0,3,594,0.005050505050505051,6,0.010101010101010102,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'l', 'g', 'n', 'm', 'l', 'p']",[],214,43,think,True,0,1,594,0.0016835016835016834,6,0.010101010101010102,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'f', 'm', 'i']",['h'],215,43,pass,True,0,0,594,0.0,6,0.010101010101010102,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'u', 'p', 'o', 'k', 'g', 'b', 'h']",['a' 'n'],216,44,pass,True,0,0,594,0.0,6,0.010101010101010102,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,flash,"['l', 'f', 'p', 'a', 'q', 'j', 'u', 'h']",['s'],217,44,form,True,1,3,593,0.00505902192242833,7,0.011804384485666104,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'a', 'f', 'l']",['u'],218,44,form,False,0,3,593,0.00505902192242833,7,0.011804384485666104,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'l', 'g', 'n', 'm', 'l', 'p']",[],219,44,think,True,0,1,593,0.0016863406408094434,7,0.011804384485666104,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'f', 'm']",['h'],220,44,pass,True,0,0,593,0.0,7,0.011804384485666104,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'u', 'p', 'o', 'k', 'g', 'b', 'h']",['n'],221,45,steal,True,0,0,593,0.0,7,0.011804384485666104,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,flash,"['l', 'f', 'p', 'a', 'q', 'j', 'u', 'h']",['s'],222,45,think,True,0,3,593,0.00505902192242833,7,0.011804384485666104,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'a', 'f', 'l', 'i']",['u'],223,45,form,False,0,3,593,0.00505902192242833,7,0.011804384485666104,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'l', 'g', 'm', 'l', 'p']",['n'],224,45,pass,True,0,1,593,0.0016863406408094434,7,0.011804384485666104,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],225,45,steal,True,0,0,593,0.0,7,0.011804384485666104,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'u', 'p', 'o', 'k', 'b', 'n']",['g'],226,46,pass,True,0,0,593,0.0,7,0.011804384485666104,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,flash,"['l', 'f', 'p', 'a', 'q', 'j', 'u', 'h', 'g']",['s'],227,46,pass,True,0,3,593,0.00505902192242833,7,0.011804384485666104,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'f', 'l', 'i']",['a' 'u'],228,46,pass,True,0,3,593,0.00505902192242833,7,0.011804384485666104,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,lungs,"['z', 's', 'u', 'f', 's', 'l', 'g', 'n', 'm', 'l', 'p', 'a', 'a']",[],229,46,steal,True,0,1,593,0.0016863406408094434,7,0.011804384485666104,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],230,46,pass,True,0,0,593,0.0,7,0.011804384485666104,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'g', 'u', 'p', 'o', 'k', 'b']",['n'],231,47,steal,True,0,0,593,0.0,7,0.011804384485666104,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,flash,"['l', 'f', 'p', 'a', 'q', 'j', 'u', 'h']",['s'],232,47,pass,True,0,3,593,0.00505902192242833,7,0.011804384485666104,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'a', 'f', 'l', 'i']",['u'],233,47,steal,True,0,3,593,0.00505902192242833,7,0.011804384485666104,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,plans,"['z', 's', 'u', 'f', 's', 'm', 'p', 'a', 'a']",['l' 'n'],234,47,form,True,1,2,592,0.0033783783783783786,8,0.013513513513513514,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],235,47,pass,True,0,0,592,0.0,8,0.013513513513513514,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'g', 'u', 'p', 'o', 'k', 'b']",['a' 'n'],236,48,form,False,0,0,592,0.0,8,0.013513513513513514,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,flash,"['l', 'f', 'p', 'a', 'q', 's', 'j', 'u', 'h']",[],237,48,steal,True,0,3,592,0.005067567567567568,8,0.013513513513513514,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,human,"['b', 'm', 'h', 'n', 'g', 'a', 'f', 'l', 'i', 'u']",[],238,48,pass,True,0,3,592,0.005067567567567568,8,0.013513513513513514,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,plans,"['z', 's', 'u', 'f', 's', 'l', 'm', 'p', 'a', 'a']",['n'],239,48,steal,True,0,2,592,0.0033783783783783786,8,0.013513513513513514,5
