,node,strategy,action_vector,neighbors,degree,target,avail_letters,letters_needed,global_time,action_number,action,action_success,words_formed_bool_local,words_formed_local,possible_words,prop_formed_local,words_formed_global,prop_formed_global,node_count
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'b', 'n', 's', 's', 'u']",['g'],21,5,think,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 's', 'm']",[],22,5,steal,True,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'f']",[],23,5,think,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a']",['g' 'l' 'n' 'o'],24,5,steal,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h']",['a'],25,5,steal,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'g', 'b', 'n', 's', 's', 'u']",['a'],26,6,steal,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 's', 'm']",[],27,6,steal,False,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'f']",[],28,6,steal,False,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a']",['g' 'l' 'n' 'o'],29,6,form,False,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h']",['a'],30,6,pass,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'g', 'b', 'n', 's', 's', 'u']",['a'],31,7,think,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 's', 'm']",[],32,7,steal,False,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'u']",[],33,7,pass,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a']",['g' 'l' 'n' 'o'],34,7,pass,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'h', 'f']",['a'],35,7,think,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'g', 'a', 'b', 'n', 's', 's', 'u']",[],36,8,steal,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 's', 'm']",[],37,8,steal,False,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'u', 'f']",[],38,8,pass,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'm']",['g' 'l' 'n' 'o'],39,8,pass,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'f']",['a' 'h'],40,8,pass,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'g', 'a', 'b', 'n', 's', 's', 'u', 'h']",[],41,9,pass,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 's', 'm', 'j']",[],42,9,steal,False,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'u', 'f']",[],43,9,think,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'm']",['g' 'l' 'n' 'o'],44,9,form,False,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'f']",['a' 'h'],45,9,think,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'g', 'a', 'b', 'n', 's', 's', 'h']",[],46,10,pass,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 's', 'm', 'j', 'u']",[],47,10,steal,False,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'u', 'f']",[],48,10,think,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'o', 'm']",['g' 'l' 'n'],49,10,steal,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'f']",['a' 'h'],50,10,pass,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'g', 'a', 'b', 'n', 's', 's', 'h']",[],51,11,pass,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 's', 'm', 'u']",[],52,11,pass,True,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j']",['o'],53,11,pass,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'o', 'm']",['g' 'l' 'n'],54,11,think,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'f', 'm']",['h'],55,11,steal,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'g', 'b', 'n', 's', 's', 'h', 'u']",['a'],56,12,pass,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 's', 'm', 'u']",[],57,12,pass,True,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j']",['o'],58,12,form,False,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'o', 'n', 'm', 'l']",['g'],59,12,steal,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],60,12,steal,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'g', 'b', 's', 's', 'u']",['a' 'n'],61,13,think,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 's', 'm', 'u']",[],62,13,pass,True,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j']",['o'],63,13,think,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'o', 'n', 'g', 'm', 'l']",[],64,13,steal,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],65,13,think,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'b', 's', 's', 'u']",['a' 'g' 'n'],66,14,think,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 'm', 'u']",['s'],67,14,pass,True,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j', 's']",['o'],68,14,pass,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'm', 'l']",['o'],69,14,pass,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],70,14,think,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'b', 's', 's', 'u', 'g', 'o']",['a' 'n'],71,15,pass,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 'm', 'u']",['s'],72,15,think,True,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'f', 'l', 'j', 's']",[],73,15,steal,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'o', 'm', 'l']",[],74,15,steal,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],75,15,think,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'b', 's', 's', 'u', 'g']",['a' 'n'],76,16,pass,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 'm', 's', 'u']",[],77,16,steal,True,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'f', 'l', 'j', 's']",[],78,16,steal,False,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'o', 'm', 'l']",[],79,16,think,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'f', 'm']",['h'],80,16,pass,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'b', 's', 'u', 'g', 'h']",['a' 'n'],81,17,think,True,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,small,"['l', 'f', 'p', 'a', 'q', 'm', 's', 'u']",[],82,17,think,True,0,0,600,0.0,0,0.0,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,going,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'f', 'l', 'j', 's']",[],83,17,think,True,0,0,600,0.0,0,0.0,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'o', 'm', 'l']",[],84,17,think,True,0,0,600,0.0,0,0.0,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],85,17,steal,True,0,0,600,0.0,0,0.0,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'b', 's', 'u', 'g']",['a' 'n'],86,18,form,False,0,0,600,0.0,0,0.0,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'u']",['m' 's'],87,18,form,True,1,1,599,0.001669449081803005,1,0.001669449081803005,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'f', 'l', 'j', 's']",['i' 'o'],88,18,form,True,1,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'o', 'm', 'l']",[],89,18,steal,False,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],90,18,think,True,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'b', 's', 'u']",['a' 'g' 'n'],91,19,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'u', 'g']",['m' 's'],92,19,think,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j', 's']",['o'],93,19,steal,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'o', 'm', 'l']",[],94,19,steal,False,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],95,19,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'b', 's', 'u', 'k']",['a' 'g' 'n'],96,20,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'u', 'g']",['m' 's'],97,20,form,False,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j', 's']",['o'],98,20,think,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'o', 'm', 'l']",[],99,20,steal,False,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],100,20,think,True,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'b', 's', 'u', 'k']",['a' 'g' 'n'],101,21,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'u', 'g']",['m' 's'],102,21,think,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'f', 'l', 'j', 's']",[],103,21,steal,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'm', 'l']",['o'],104,21,steal,False,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],105,21,steal,False,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'b', 's', 'u', 'k']",['g' 'n'],106,22,steal,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'u', 'g']",['m' 's'],107,22,form,False,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'o', 'f', 'l', 'j', 's']",[],108,22,steal,False,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'o', 'm', 'l']",[],109,22,steal,True,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],110,22,think,True,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'b', 's', 'u', 'k']",['g' 'n'],111,23,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'u', 'g', 'i']",['m' 's'],112,23,form,False,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j', 's']",['o'],113,23,think,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'o', 'm', 'l']",[],114,23,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],115,23,think,True,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'g', 'b', 's', 'u', 'k']",['n'],116,24,steal,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'i']",['m' 's'],117,24,pass,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j', 's', 'u']",['o'],118,24,think,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'g', 'o', 'm', 'l']",[],119,24,steal,False,0,0,598,0.0,2,0.0033444816053511705,5
0,4,selfish,[0.1 0.4 0.2 0.3],"[0, 2, 3]",3,shall,"['u', 'l', 'k', 'o', 's', 'a', 'h', 'f', 'm']",[],120,24,steal,False,0,0,598,0.0,2,0.0033444816053511705,5
0,0,altruistic,[0.1 0.2 0.4 0.3],"[1, 2, 3, 4]",4,again,"['f', 'l', 'm', 'i', 'j', 'a', 'g', 'b', 's', 'u', 'k']",['n'],121,25,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
0,1,altruistic,[0.1 0.2 0.4 0.3],"[0, 2, 3]",3,lamps,"['l', 'f', 'p', 'a', 'q', 'i']",['m' 's'],122,25,think,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 3, 4]",4,lions,"['b', 'm', 'h', 'n', 'g', 'i', 'f', 'l', 'j', 's', 'u']",['o'],123,25,think,True,0,1,598,0.0016722408026755853,2,0.0033444816053511705,5
0,3,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4]",4,along,"['z', 's', 'u', 'f', 's', 'a', 'n', 'o', 'm', 'l', 'i']",['g'],124,25,pass,True,0,0,598,0.0,2,0.0033444816053511705,5
