,node,strategy,action_vector,neighbors,degree,target,avail_letters,letters_needed,global_time,action_number,action,action_success,words_formed_bool_local,words_formed_local,possible_words,prop_formed_local,words_formed_global,prop_formed_global,node_count
0,1,selfish,[0.1 0.4 0.2 0.3],"[2, 3, 4, 5, 6, 7, 8, 9]",8,their,"['l', 'f', 'p', 'a', 'q', 'h', 'i', 'r', 'j', 'e', 's']",['t'],32,4,think,True,0,0,3620,0.0,0,0.0,10
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 4, 5, 6, 7, 8]",7,about,"['b', 'm', 'h', 'n', 'g', 'j']",['a' 'o' 't' 'u'],33,4,steal,True,0,0,3620,0.0,0,0.0,10
0,3,altruistic,[0.1 0.2 0.4 0.3],"[1, 5, 7, 8]",4,these,"['z', 's', 'u', 'f', 's']",['e' 'h' 't'],34,4,pass,True,0,0,3620,0.0,0,0.0,10
0,4,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,other,"['u', 'l', 'k', 'o', 's']",['e' 'h' 'r' 't'],35,4,think,True,0,0,3620,0.0,0,0.0,10
0,5,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3, 4, 6, 9]",7,write,"['e', 'x', 'x', 'j', 'r', 'w', 'i', 'g', 'h']",['t'],36,4,pass,True,0,0,3620,0.0,0,0.0,10
0,6,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4, 5, 8, 9]",7,first,"['x', 'a', 'w', 'n', 'j', 't']",['f' 'i' 'r' 's'],37,4,steal,True,0,0,3620,0.0,0,0.0,10
0,7,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 8]",4,water,"['j', 'h', 'w', 'z', 'b', 'a']",['e' 'r' 't'],38,4,steal,True,0,0,3620,0.0,0,0.0,10
0,8,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 6, 7]",5,after,"['a', 'r', 'i', 'y', 'n', 'f']",['e' 't'],39,4,think,True,0,0,3620,0.0,0,0.0,10
0,9,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 5, 6]",4,where,"['t', 'p', 'k', 'z', 'i', 'w']",['e' 'h' 'r'],40,4,think,True,0,0,3620,0.0,0,0.0,10
0,0,altruistic,[0.1 0.2 0.4 0.3],"[2, 5, 6, 9]",4,there,"['f', 'l', 'm', 'i', 'j', 'x', 'n']",['e' 'h' 'r' 't'],41,5,form,False,0,0,3620,0.0,0,0.0,10
0,1,selfish,[0.1 0.4 0.2 0.3],"[2, 3, 4, 5, 6, 7, 8, 9]",8,their,"['l', 'f', 'p', 'a', 'q', 'h', 'i', 'r', 't', 'j', 'e', 's', 'u', 'x']",[],42,5,steal,True,0,0,3620,0.0,0,0.0,10
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 4, 5, 6, 7, 8]",7,about,"['b', 'm', 'h', 'n', 'g', 'j']",['a' 'o' 't' 'u'],43,5,form,False,0,0,3620,0.0,0,0.0,10
0,3,altruistic,[0.1 0.2 0.4 0.3],"[1, 5, 7, 8]",4,these,"['z', 's', 'u', 'f', 's']",['e' 'h' 't'],44,5,think,True,0,0,3620,0.0,0,0.0,10
0,4,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,other,"['u', 'l', 'k', 'o', 's']",['e' 'h' 'r' 't'],45,5,form,False,0,0,3620,0.0,0,0.0,10
0,5,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3, 4, 6, 9]",7,write,"['e', 'x', 'x', 'j', 'r', 'w', 'i', 'g', 'h']",['t'],46,5,pass,True,0,0,3620,0.0,0,0.0,10
0,6,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4, 5, 8, 9]",7,first,"['x', 'a', 'w', 'n', 'j', 'r']",['f' 'i' 's' 't'],47,5,steal,True,0,0,3620,0.0,0,0.0,10
0,7,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 8]",4,water,"['j', 'h', 'w', 'z', 'b', 'a']",['e' 'r' 't'],48,5,think,True,0,0,3620,0.0,0,0.0,10
0,8,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 6, 7]",5,after,"['a', 'r', 'i', 'y', 'n']",['e' 'f' 't'],49,5,pass,True,0,0,3620,0.0,0,0.0,10
0,9,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 5, 6]",4,where,"['t', 'p', 'k', 'z', 'i', 'w']",['e' 'h' 'r'],50,5,pass,True,0,0,3620,0.0,0,0.0,10
0,0,altruistic,[0.1 0.2 0.4 0.3],"[2, 5, 6, 9]",4,there,"['f', 'l', 'm', 'i', 'j', 'x']",['e' 'h' 'r' 't'],51,6,pass,True,0,0,3620,0.0,0,0.0,10
0,1,selfish,[0.1 0.4 0.2 0.3],"[2, 3, 4, 5, 6, 7, 8, 9]",8,their,"['l', 'f', 'p', 'a', 'q', 'h', 'i', 't', 'j', 'e', 's', 'u', 'x']",['r'],52,6,think,True,0,0,3620,0.0,0,0.0,10
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 4, 5, 6, 7, 8]",7,about,"['b', 'm', 'h', 'n', 'g', 'o', 'j', 'x', 'f']",['a' 't' 'u'],53,6,steal,True,0,0,3620,0.0,0,0.0,10
0,3,altruistic,[0.1 0.2 0.4 0.3],"[1, 5, 7, 8]",4,these,"['z', 's', 'u', 'f', 's']",['e' 'h' 't'],54,6,think,True,0,0,3620,0.0,0,0.0,10
0,4,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,other,"['u', 'l', 'k', 'o', 's', 't']",['e' 'h' 'r'],55,6,steal,True,0,0,3620,0.0,0,0.0,10
0,5,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3, 4, 6, 9]",7,write,"['e', 'x', 'x', 'j', 'r', 'w', 'i', 'g', 'h', 'n']",['t'],56,6,think,True,0,0,3620,0.0,0,0.0,10
0,6,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4, 5, 8, 9]",7,first,"['x', 'a', 'w', 'n', 'j', 'r', 'i']",['f' 's' 't'],57,6,pass,True,0,0,3620,0.0,0,0.0,10
0,7,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 8]",4,water,"['j', 'h', 'w', 'z', 'b', 'a', 'r']",['e' 't'],58,6,steal,True,0,0,3620,0.0,0,0.0,10
0,8,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 6, 7]",5,after,"['a', 'r', 'i', 'y', 'n']",['e' 'f' 't'],59,6,think,True,0,0,3620,0.0,0,0.0,10
0,9,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 5, 6]",4,where,"['t', 'p', 'k', 'z', 'i', 'w', 'e']",['h' 'r'],60,6,steal,True,0,0,3620,0.0,0,0.0,10
0,0,altruistic,[0.1 0.2 0.4 0.3],"[2, 5, 6, 9]",4,there,"['f', 'l', 'm', 'i', 'j', 'x']",['e' 'h' 'r' 't'],61,7,form,False,0,0,3620,0.0,0,0.0,10
0,1,selfish,[0.1 0.4 0.2 0.3],"[2, 3, 4, 5, 6, 7, 8, 9]",8,their,"['l', 'f', 'p', 'a', 'q', 'h', 'i', 'j', 's', 'u', 'x']",['e' 'r' 't'],62,7,think,True,0,0,3620,0.0,0,0.0,10
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 4, 5, 6, 7, 8]",7,about,"['b', 'm', 'h', 'n', 'g', 'o', 'j', 'x', 'f']",['a' 't' 'u'],63,7,think,True,0,0,3620,0.0,0,0.0,10
0,3,altruistic,[0.1 0.2 0.4 0.3],"[1, 5, 7, 8]",4,these,"['z', 's', 'u', 'f', 's']",['e' 'h' 't'],64,7,think,True,0,0,3620,0.0,0,0.0,10
0,4,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,other,"['u', 'l', 'k', 'o', 's', 't', 'x']",['e' 'h' 'r'],65,7,think,True,0,0,3620,0.0,0,0.0,10
0,5,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3, 4, 6, 9]",7,write,"['e', 'x', 'x', 'j', 'r', 'w', 't', 'i', 'g', 'h', 'n']",[],66,7,steal,True,0,0,3620,0.0,0,0.0,10
0,6,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4, 5, 8, 9]",7,first,"['x', 'a', 'w', 'n', 'j', 'r', 'i']",['f' 's' 't'],67,7,form,False,0,0,3620,0.0,0,0.0,10
0,7,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 8]",4,water,"['j', 'h', 'w', 'z', 'b', 'a', 'r']",['e' 't'],68,7,form,False,0,0,3620,0.0,0,0.0,10
0,8,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 6, 7]",5,after,"['a', 'r', 'i', 'y', 'n']",['e' 'f' 't'],69,7,form,False,0,0,3620,0.0,0,0.0,10
0,9,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 5, 6]",4,where,"['t', 'p', 'k', 'z', 'i', 'w', 'e', 'r']",['h'],70,7,steal,True,0,0,3620,0.0,0,0.0,10
0,0,altruistic,[0.1 0.2 0.4 0.3],"[2, 5, 6, 9]",4,there,"['f', 'l', 'm', 'i', 'j', 'h', 'x']",['e' 'r' 't'],71,8,steal,True,0,0,3620,0.0,0,0.0,10
0,1,selfish,[0.1 0.4 0.2 0.3],"[2, 3, 4, 5, 6, 7, 8, 9]",8,their,"['l', 'f', 'p', 'a', 'q', 'h', 'i', 's', 'u', 'x']",['e' 'r' 't'],72,8,pass,True,0,0,3620,0.0,0,0.0,10
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 4, 5, 6, 7, 8]",7,about,"['b', 'm', 'h', 'n', 'g', 'o', 'u', 'j', 'x', 'f']",['a' 't'],73,8,steal,True,0,0,3620,0.0,0,0.0,10
0,3,altruistic,[0.1 0.2 0.4 0.3],"[1, 5, 7, 8]",4,these,"['z', 's', 'u', 'f', 's', 'j']",['e' 'h' 't'],74,8,form,False,0,0,3620,0.0,0,0.0,10
0,4,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,other,"['u', 'l', 'k', 'o', 's', 'x']",['e' 'h' 'r' 't'],75,8,pass,True,0,0,3620,0.0,0,0.0,10
0,5,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3, 4, 6, 9]",7,write,"['e', 'x', 'x', 'j', 'r', 'w', 't', 'i', 'g', 'h', 'n']",[],76,8,pass,True,0,0,3620,0.0,0,0.0,10
0,6,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4, 5, 8, 9]",7,first,"['x', 'a', 'w', 'n', 'j', 'r', 's', 'i']",['f' 't'],77,8,steal,True,0,0,3620,0.0,0,0.0,10
0,7,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 8]",4,water,"['j', 'h', 'w', 'z', 'b', 'a', 'r']",['e' 't'],78,8,pass,True,0,0,3620,0.0,0,0.0,10
0,8,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 6, 7]",5,after,"['a', 'r', 'i', 'y', 'n']",['e' 'f' 't'],79,8,think,True,0,0,3620,0.0,0,0.0,10
0,9,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 5, 6]",4,where,"['t', 'p', 'k', 'z', 'i', 'w', 'e', 'r']",['h'],80,8,think,True,0,0,3620,0.0,0,0.0,10
0,0,altruistic,[0.1 0.2 0.4 0.3],"[2, 5, 6, 9]",4,there,"['f', 'l', 'm', 'i', 'j', 'h', 'x']",['e' 'r' 't'],81,9,pass,True,0,0,3620,0.0,0,0.0,10
0,1,selfish,[0.1 0.4 0.2 0.3],"[2, 3, 4, 5, 6, 7, 8, 9]",8,their,"['l', 'f', 'p', 'a', 'q', 'h', 'i', 't', 'x', 'j', 'z']",['e' 'r'],82,9,steal,True,0,0,3620,0.0,0,0.0,10
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 4, 5, 6, 7, 8]",7,about,"['b', 'm', 'h', 'n', 'g', 'o', 'u', 't', 'j', 'x', 'f']",['a'],83,9,steal,True,0,0,3620,0.0,0,0.0,10
0,3,altruistic,[0.1 0.2 0.4 0.3],"[1, 5, 7, 8]",4,these,"['z', 's', 'u', 'f', 's', 'j']",['e' 'h' 't'],84,9,think,True,0,0,3620,0.0,0,0.0,10
0,4,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,other,"['u', 'l', 'k', 'o', 's', 'x']",['e' 'h' 'r' 't'],85,9,think,True,0,0,3620,0.0,0,0.0,10
0,5,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3, 4, 6, 9]",7,write,"['e', 'x', 'x', 'j', 'r', 'w', 'i', 'g', 'n', 'm']",['t'],86,9,pass,True,0,0,3620,0.0,0,0.0,10
0,6,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4, 5, 8, 9]",7,first,"['x', 'a', 'w', 'n', 'j', 'r', 's', 'i']",['f' 't'],87,9,pass,True,0,0,3620,0.0,0,0.0,10
0,7,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 8]",4,water,"['j', 'h', 'w', 'z', 'b', 'a', 'r']",['e' 't'],88,9,form,False,0,0,3620,0.0,0,0.0,10
0,8,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 6, 7]",5,after,"['a', 'r', 'i', 'y', 'n']",['e' 'f' 't'],89,9,think,True,0,0,3620,0.0,0,0.0,10
0,9,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 5, 6]",4,where,"['t', 'p', 'k', 'z', 'i', 'w', 'r']",['e' 'h'],90,9,pass,True,0,0,3620,0.0,0,0.0,10
0,0,altruistic,[0.1 0.2 0.4 0.3],"[2, 5, 6, 9]",4,there,"['f', 'l', 'm', 'i', 'j', 'h', 'x', 'n', 'e']",['r' 't'],91,10,form,False,0,0,3620,0.0,0,0.0,10
0,1,selfish,[0.1 0.4 0.2 0.3],"[2, 3, 4, 5, 6, 7, 8, 9]",8,their,"['l', 'f', 'p', 'a', 'q', 'h', 'i', 'r', 'x', 'j', 'z']",['e' 't'],92,10,steal,True,0,0,3620,0.0,0,0.0,10
0,2,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 4, 5, 6, 7, 8]",7,about,"['b', 'm', 'h', 'n', 'g', 'o', 'u', 't', 'a', 'j', 'x', 'f']",[],93,10,steal,True,0,0,3620,0.0,0,0.0,10
0,3,altruistic,[0.1 0.2 0.4 0.3],"[1, 5, 7, 8]",4,these,"['z', 's', 'u', 'f', 's', 'j', 'h']",['e' 't'],94,10,pass,True,0,0,3620,0.0,0,0.0,10
0,4,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 5, 6]",4,other,"['u', 'l', 'k', 'o', 's', 'x']",['e' 'h' 'r' 't'],95,10,form,False,0,0,3620,0.0,0,0.0,10
0,5,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 2, 3, 4, 6, 9]",7,write,"['e', 'x', 'x', 'j', 'r', 'w', 'i', 'g', 'n', 'm', 'f']",['t'],96,10,think,True,0,0,3620,0.0,0,0.0,10
0,6,selfish,[0.1 0.4 0.2 0.3],"[0, 1, 2, 4, 5, 8, 9]",7,first,"['x', 'a', 'w', 'n', 'j', 'r', 's', 'f', 'i']",['t'],97,10,steal,True,0,0,3620,0.0,0,0.0,10
0,7,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 8]",4,water,"['j', 'h', 'w', 'z', 'b', 'a', 'r']",['e' 't'],98,10,pass,True,0,0,3620,0.0,0,0.0,10
0,8,selfish,[0.1 0.4 0.2 0.3],"[1, 2, 3, 6, 7]",5,after,"['a', 'r', 'i', 'y', 'n']",['e' 'f' 't'],99,10,think,True,0,0,3620,0.0,0,0.0,10
0,9,altruistic,[0.1 0.2 0.4 0.3],"[0, 1, 5, 6]",4,where,"['t', 'p', 'k', 'z', 'i', 'w', 'r']",['e' 'h'],100,10,think,True,0,0,3620,0.0,0,0.0,10
